"",name,current_club_name,country_of_citizenship,position,sub_position,market_value_in_eur,contract_expiration_date,current_club_domestic_competition_id,overall_score,potential_score,Height,Weight,Age,preferred_foot,ball_skills,Defence,Mental,Passing,Physical,Shooting,Goalkeeping
6597,Birger Verstraete,Kv Mechelen,Belgium,Midfield,Defensive Midfield,2000000.0,2023-06-30,BE1,73,74,174,71,28,Right,69.5,68.5,72.000000,72.333333,72.571429,66.625,12.2
6598,Martin Wasinski,Kv Kortrijk,Belgium,Defender,Centre-Back,700000.0,2023-06-30,BE1,62,77,185,73,18,Right,56.5,64.0,50.166667,47.666667,63.142857,30.750,10.2
6599,Aleksandar Radovanovic,Kv Kortrijk,Serbia,Defender,Centre-Back,750000.0,2024-06-30,BE1,70,71,189,83,29,Left,50.5,70.0,56.166667,52.333333,52.857143,36.250,10.6
6601,Abdelkahar Kadri,Kv Kortrijk,Algeria,Attack,Attacking Midfield,1800000.0,2026-06-30,BE1,68,77,170,69,22,Right,71.5,59.0,64.666667,66.000000,69.142857,59.750,9.8
6602,Maxim Deman,Kv Kortrijk,Belgium,Goalkeeper,Goalkeeper,50000.0,2023-06-30,BE1,60,71,194,82,21,Left,14.0,10.5,24.000000,16.000000,27.857143,13.625,60.0
6603,Satoshi Tanaka,Kv Kortrijk,Japan,Midfield,Defensive Midfield,800000.0,2023-06-30,BE1,65,76,174,70,20,Left,67.0,68.5,61.000000,61.666667,69.571429,51.625,8.6
6604,Tom Vandenberghe,Kv Kortrijk,Belgium,Goalkeeper,Goalkeeper,300000.0,2025-06-30,BE1,65,65,190,78,30,Right,15.0,12.0,25.000000,21.000000,38.428571,14.500,63.4
6605,Konan N Dri,Kas Eupen,Cote d'Ivoire,Attack,Right Winger,1000000.0,2024-06-30,BE1,68,77,174,73,22,Left,72.0,53.5,59.500000,62.333333,78.428571,58.750,8.4
6606,Djeidi Gassama,Kas Eupen,France,Attack,Left Winger,300000.0,2023-06-30,BE1,60,77,177,70,19,Right,68.0,25.0,42.666667,52.333333,69.571429,51.875,10.8
6607,Regan Charles Cook,Kas Eupen,Grenada,Attack,Left Winger,800000.0,2025-06-30,BE1,68,71,175,69,26,Right,64.5,54.0,59.833333,62.000000,79.571429,54.375,8.4
6608,Isaac Nuhu,Kas Eupen,Ghana,Attack,Left Winger,800000.0,2025-06-30,BE1,65,76,171,60,21,Right,70.0,35.0,51.333333,59.000000,72.571429,54.875,8.6
6609,Tyreek Magee,Kas Eupen,Jamaica,Attack,Attacking Midfield,250000.0,2023-06-30,BE1,59,68,173,67,23,Left,67.0,27.0,44.166667,58.666667,64.142857,46.125,10.8
6610,Nathan Bitumazala,Kas Eupen,France,Attack,Attacking Midfield,400000.0,2026-06-30,BE1,60,74,178,68,20,Right,63.5,62.0,54.833333,58.666667,57.428571,44.750,11.4
6611,Isaac Christie Davies,Kas Eupen,Wales,Attack,Attacking Midfield,600000.0,2024-06-30,BE1,62,67,188,78,25,Right,62.0,52.0,58.833333,61.000000,65.000000,51.500,8.2
6612,Amadou Keita,Kas Eupen,Guinea,Midfield,Central Midfield,50000.0,2023-06-30,BE1,62,72,170,78,21,Right,67.0,42.5,48.000000,62.333333,62.857143,49.500,11.0
6613,Dario Oger,Kas Eupen,Belgium,Midfield,Central Midfield,75000.0,2024-06-30,BE1,58,69,175,76,20,Left,61.0,55.5,54.000000,56.333333,66.142857,50.125,9.8
6614,Jerome Deom,Kas Eupen,Belgium,Midfield,Central Midfield,400000.0,2024-06-30,BE1,65,70,175,65,23,Right,69.0,58.0,64.000000,63.000000,70.857143,50.500,9.4
6615,Mubarak Wakaso,Kas Eupen,Ghana,Midfield,Central Midfield,1000000.0,2023-06-30,BE1,71,71,171,66,32,Left,69.5,70.0,74.500000,69.000000,83.000000,66.625,12.4
6616,Stef Peeters,Kas Eupen,Belgium,Midfield,Central Midfield,1000000.0,2023-06-30,BE1,74,74,188,75,31,Left,73.5,58.5,72.166667,76.333333,62.571429,73.750,11.8
6617,Brandon Baiye,Kas Eupen,Belgium,Midfield,Defensive Midfield,500000.0,2025-06-30,BE1,62,70,177,75,22,Right,59.0,62.5,52.833333,52.333333,62.142857,39.000,12.4
6618,Ibrahim Diakite,Kas Eupen,Guinea,Defender,Right-Back,200000.0,2023-06-30,BE1,65,77,178,75,19,Right,62.5,65.5,51.166667,56.666667,67.285714,44.375,11.2
6619,Yentl Van Genechten,Kas Eupen,Belgium,Defender,Right-Back,500000.0,2025-06-30,BE1,63,71,191,75,22,Right,57.5,61.0,54.500000,58.666667,63.285714,39.875,10.2
6620,Stjepan Loncar,Kv Kortrijk,Bosnia-Herzegovina,Midfield,Central Midfield,1000000.0,2023-06-30,BE1,69,73,187,74,26,Left,70.0,63.0,68.333333,65.333333,62.285714,57.625,9.6
6621,Gary Magnee,Kas Eupen,Belgium,Defender,Right-Back,800000.0,2027-06-30,BE1,64,71,175,67,23,Right,66.0,62.0,60.166667,61.666667,66.857143,44.250,8.8
6622,Dorian Dessoleil,Kv Kortrijk,Belgium,Defender,Centre-Back,1300000.0,2023-06-30,BE1,70,70,188,80,30,Left,49.0,68.0,61.000000,59.333333,61.285714,53.375,11.4
6623,Jason Davidson,Kas Eupen,Australia,Defender,Left-Back,500000.0,2024-06-30,BE1,66,66,180,72,31,Left,67.0,65.0,61.500000,63.333333,66.428571,54.125,11.2
6624,Teddy Alloh,Kas Eupen,France,Defender,Left-Back,400000.0,2025-06-30,BE1,63,77,176,64,21,Left,66.0,62.5,54.500000,55.333333,67.000000,41.375,11.6
6625,Boris Lambert,Kas Eupen,Belgium,Defender,Centre-Back,800000.0,2027-06-30,BE1,67,75,187,67,22,Right,65.5,67.0,61.833333,56.666667,58.571429,39.250,9.6
6626,Christalino Atemona,Kv Kortrijk,Germany,Defender,Centre-Back,100000.0,2023-06-30,BE1,59,73,184,72,20,Right,50.0,58.5,49.833333,43.000000,67.285714,35.750,11.8
6627,Tom Roufosse,Kas Eupen,Belgium,Goalkeeper,Goalkeeper,25000.0,2023-06-30,BE1,58,67,180,72,21,Right,12.5,12.5,23.166667,19.333333,37.571429,15.375,58.6
6628,Garissone Innocent,Kas Eupen,Haiti,Goalkeeper,Goalkeeper,200000.0,2025-06-30,BE1,62,73,192,90,22,Right,13.5,12.5,23.500000,18.666667,39.857143,15.000,61.4
6629,Jan Gorenc,Kas Eupen,Slovenia,Defender,Centre-Back,500000.0,2024-06-30,BE1,66,72,192,80,23,Right,47.0,64.5,54.500000,48.666667,57.000000,34.750,10.2
6630,Abdul Manaf Nurudeen,Kas Eupen,Ghana,Goalkeeper,Goalkeeper,400000.0,2026-06-30,BE1,66,74,190,75,24,Right,13.0,12.5,24.000000,17.666667,34.000000,14.750,65.8
6631,Sibiry Keita,Kas Eupen,Mali,Defender,Left-Back,250000.0,2024-06-30,BE1,62,71,173,67,22,Left,66.0,31.5,49.666667,61.333333,68.000000,53.750,9.6
6632,Joao Silva,Kv Kortrijk,Portugal,Defender,Centre-Back,350000.0,2025-06-30,BE1,62,68,187,75,24,Right,43.5,61.5,47.500000,44.000000,63.000000,30.000,10.0
6633,Tsuyoshi Watanabe,Kv Kortrijk,Japan,Defender,Centre-Back,1000000.0,2025-06-30,BE1,69,74,186,76,26,Right,52.5,69.0,52.833333,51.666667,69.142857,35.750,11.6
6634,Emilio Kehrer,Cercle Brugge,Germany,Attack,Centre-Forward,400000.0,2025-06-30,BE1,63,73,177,67,20,Right,65.5,23.0,47.833333,43.666667,71.000000,55.625,9.6
6635,Vincent Janssen,Royal Antwerpen Fc,Netherlands,Attack,Centre-Forward,6000000.0,2026-06-30,BE1,75,75,184,89,28,Left,70.5,37.0,67.666667,55.333333,72.714286,67.500,12.4
6636,Nadhir Benbouali,Rsc Charleroi,Algeria,Attack,Centre-Forward,1200000.0,2025-06-30,BE1,67,74,190,85,22,Left,61.0,19.0,57.000000,49.333333,63.000000,60.875,7.4
6637,Lennart Moser,Kas Eupen,Germany,Goalkeeper,Goalkeeper,600000.0,2025-06-30,BE1,66,73,196,88,23,Left,10.0,11.5,26.166667,16.666667,32.142857,15.250,64.6
6638,Noah Ohio,Standard Luttich,Netherlands,Attack,Centre-Forward,700000.0,2026-06-30,BE1,63,77,183,89,20,Left,61.0,23.0,43.333333,41.000000,74.000000,54.625,10.4
6639,Laurent Depoitre,Kaa Gent,Belgium,Attack,Centre-Forward,500000.0,2024-06-30,BE1,71,71,191,91,34,Right,65.5,42.0,66.333333,60.666667,54.428571,61.125,10.0
6640,Darko Lemajic,Kaa Gent,Serbia,Attack,Centre-Forward,500000.0,2023-06-30,BE1,66,66,198,92,29,Right,55.5,21.0,59.500000,44.000000,51.857143,59.875,9.8
6642,Hugo Cuypers,Kaa Gent,Belgium,Attack,Centre-Forward,5500000.0,2026-06-30,BE1,74,76,185,78,26,Right,69.0,15.5,59.666667,64.000000,73.000000,67.000,11.8
6643,Mai Traore,Oud Heverlee Leuven,Guinea,Attack,Centre-Forward,400000.0,2023-06-30,BE1,61,70,185,74,23,Left,57.5,12.0,44.666667,42.000000,66.285714,51.375,10.0
6644,Nachon Nsingi,Oud Heverlee Leuven,Belgium,Attack,Centre-Forward,650000.0,2026-06-30,BE1,62,71,174,70,21,Left,65.0,24.5,45.500000,50.666667,72.714286,57.500,7.8
6645,Mario Gonzalez,Oud Heverlee Leuven,Spain,Attack,Centre-Forward,4000000.0,2023-06-30,BE1,74,77,183,77,27,Right,74.0,16.5,58.000000,64.000000,72.142857,65.250,10.8
6646,Emmanuel Toku,Oud Heverlee Leuven,Ghana,Attack,Attacking Midfield,1000000.0,2026-06-30,BE1,68,74,173,64,22,Right,71.0,41.0,59.166667,64.333333,64.000000,48.125,13.0
6647,Mathieu Maertens,Oud Heverlee Leuven,Belgium,Attack,Attacking Midfield,3000000.0,2026-06-30,BE1,72,73,182,77,27,Right,71.5,64.5,69.500000,70.000000,71.000000,62.875,10.8
6648,Loic Bessile,Kas Eupen,Togo,Defender,Centre-Back,1000000.0,2023-06-30,BE1,67,73,183,82,24,Left,62.0,66.5,54.000000,55.333333,71.714286,44.625,9.2
6649,Casper De Norre,Oud Heverlee Leuven,Belgium,Midfield,Central Midfield,1500000.0,2025-06-30,BE1,71,74,175,75,26,Right,73.0,69.5,68.666667,68.666667,72.857143,59.500,11.4
6650,Siebe Schrijvers,Oud Heverlee Leuven,Belgium,Midfield,Central Midfield,1800000.0,2027-06-30,BE1,72,75,180,67,26,Right,73.0,62.0,71.333333,70.666667,69.285714,70.750,9.6
6651,Kristiyan Malinov,Oud Heverlee Leuven,Bulgaria,Midfield,Defensive Midfield,1300000.0,2025-06-30,BE1,70,70,170,65,28,Right,59.0,70.0,66.000000,65.000000,69.857143,49.250,11.4
6652,Joren Dom,Oud Heverlee Leuven,Belgium,Defender,Right-Back,300000.0,2024-06-30,BE1,69,69,173,71,33,Right,61.0,65.5,65.166667,66.000000,73.000000,57.875,9.4
6653,Thibault Vlietinck,Oud Heverlee Leuven,Belgium,Defender,Right-Back,350000.0,2026-06-30,BE1,66,70,180,62,25,Right,67.5,60.0,57.166667,65.333333,70.571429,58.375,10.6
6654,Louis Patris,Oud Heverlee Leuven,Belgium,Defender,Right-Back,2000000.0,2027-06-30,BE1,67,76,185,77,21,Right,57.0,67.0,61.000000,59.666667,70.857143,51.250,9.6
6655,Kelvin John,Krc Genk,Tanzania,Attack,Centre-Forward,300000.0,2024-06-30,BE1,60,76,179,72,19,Right,68.5,17.5,40.666667,48.000000,69.000000,55.125,7.8
6656,Sofian Kiyine,Oud Heverlee Leuven,Morocco,Midfield,Left Midfield,2000000.0,2026-06-30,BE1,71,74,182,75,25,Right,74.0,66.5,64.166667,67.666667,69.000000,58.000,10.2
6657,Pierre Yves Ngawa,Oud Heverlee Leuven,Belgium,Defender,Centre-Back,350000.0,2025-06-30,BE1,67,67,187,75,31,Right,60.5,68.0,55.500000,55.000000,71.285714,42.750,9.8
6658,Nikola Stulic,Rsc Charleroi,Serbia,Attack,Centre-Forward,1500000.0,2026-06-30,BE1,66,75,188,80,21,Right,61.5,23.5,51.000000,43.666667,57.714286,65.000,10.0
6659,Ewoud Pletinckx,Oud Heverlee Leuven,Belgium,Defender,Centre-Back,1500000.0,2026-06-30,BE1,67,78,190,87,22,Right,48.0,68.5,52.500000,47.666667,54.857143,34.750,9.6
6660,Federico Ricca,Oud Heverlee Leuven,Uruguay,Defender,Centre-Back,1800000.0,2025-06-30,BE1,72,73,178,73,28,Left,65.5,73.5,65.000000,63.666667,70.142857,48.625,9.6
6661,Renaud Emond,Standard Luttich,Belgium,Attack,Centre-Forward,900000.0,2024-06-30,BE1,67,67,185,78,31,Right,60.0,19.5,60.333333,50.333333,64.142857,68.875,11.6
6662,Oregan Ravet,Oud Heverlee Leuven,Belgium,Goalkeeper,Goalkeeper,50000.0,2023-06-30,BE1,59,68,189,77,21,Right,14.5,21.5,25.166667,30.333333,35.142857,18.500,58.2
6663,Stipe Perica,Standard Luttich,Croatia,Attack,Centre-Forward,1500000.0,2025-06-30,BE1,69,70,192,76,27,Right,67.0,20.0,57.833333,46.666667,61.857143,61.625,12.6
6664,Nordin Jackers,Oud Heverlee Leuven,Belgium,Goalkeeper,Goalkeeper,500000.0,2025-06-30,BE1,67,73,189,80,25,Right,13.5,13.5,29.166667,21.333333,47.000000,21.250,65.2
6665,Billal Messaoudi,Kv Kortrijk,Algeria,Attack,Right Winger,600000.0,2026-06-30,BE1,66,70,184,76,25,Right,73.0,27.5,53.666667,50.666667,72.000000,64.500,11.8
6666,Hamza Mendyl,Oud Heverlee Leuven,Morocco,Defender,Left-Back,800000.0,2025-06-30,BE1,66,71,179,73,25,Left,63.5,62.0,64.666667,56.666667,70.571429,45.750,11.4
6667,Dylan Ouedraogo,Oud Heverlee Leuven,Burkina Faso,Defender,Centre-Back,400000.0,2023-06-30,BE1,65,70,185,75,24,Left,54.0,62.5,51.500000,50.333333,63.714286,38.875,8.8
6668,Rune Paeshuyse,Kas Eupen,Belgium,Defender,Centre-Back,350000.0,2025-06-30,BE1,61,73,187,74,20,Right,53.0,60.5,47.666667,56.333333,61.000000,34.750,9.0
6669,Malick Fofana,Kaa Gent,Belgium,Attack,Right Winger,750000.0,2024-06-30,BE1,63,83,169,61,17,Left,70.0,15.5,45.333333,54.000000,70.571429,52.250,10.0
6670,Jens Petter Hauge,Kaa Gent,Norway,Attack,Right Winger,5000000.0,2023-06-30,BE1,72,78,184,75,23,Right,75.0,40.0,59.000000,64.333333,71.142857,62.000,9.4
6671,Andrew Hjulsager,Kaa Gent,Denmark,Attack,Attacking Midfield,2000000.0,2025-06-30,BE1,72,72,175,72,28,Right,73.0,63.0,71.333333,69.000000,73.857143,63.625,11.2
6672,Matisse Samoise,Kaa Gent,Belgium,Midfield,Right Midfield,4000000.0,2025-06-30,BE1,71,79,180,70,21,Right,68.0,66.0,66.666667,69.000000,74.000000,57.000,9.4
6673,Sven Kums,Kaa Gent,Belgium,Midfield,Central Midfield,600000.0,2023-06-30,BE1,73,73,176,73,35,Right,73.0,64.5,72.333333,76.000000,61.000000,69.625,12.0
6674,Vadis Odjidja Ofoe,Kaa Gent,Belgium,Midfield,Central Midfield,1000000.0,2023-06-30,BE1,74,74,185,79,34,Right,76.0,68.0,75.166667,76.333333,59.142857,71.375,11.8
6675,Sulayman Marreh,Kaa Gent,The Gambia,Midfield,Defensive Midfield,600000.0,2023-06-30,BE1,67,70,184,78,27,Right,60.0,65.0,64.333333,54.000000,57.857143,37.125,11.2
6676,Valentin Cojocaru,Oud Heverlee Leuven,Romania,Goalkeeper,Goalkeeper,900000.0,2025-06-30,BE1,68,71,195,89,27,Right,15.5,11.5,33.500000,21.666667,38.000000,19.125,67.8
6677,Julien De Sart,Kaa Gent,Belgium,Midfield,Defensive Midfield,2500000.0,2024-06-30,BE1,74,74,187,72,28,Right,71.0,70.0,72.500000,77.000000,59.714286,72.875,10.8
6678,Nurio Fortuna,Kaa Gent,Angola,Defender,Left-Back,2800000.0,2024-06-30,BE1,71,71,177,73,27,Left,72.0,68.0,68.500000,66.000000,76.571429,62.625,9.0
6679,Bruno Godeau,Kaa Gent,Belgium,Defender,Centre-Back,500000.0,2023-06-30,BE1,67,67,190,78,30,Left,50.0,66.5,57.000000,59.000000,51.714286,39.875,10.2
6680,Michael Ngadeu,Kaa Gent,Cameroon,Defender,Centre-Back,2500000.0,2023-06-30,BE1,74,74,190,87,32,Right,58.0,73.0,62.500000,59.000000,63.285714,44.250,7.6
6681,Jordan Torunarigha,Kaa Gent,Germany,Defender,Centre-Back,5000000.0,2025-06-30,BE1,73,77,191,80,25,Left,64.5,75.5,65.500000,66.000000,74.000000,41.750,8.2
6682,Kamil Piatkowski,Kaa Gent,Poland,Defender,Centre-Back,5000000.0,2023-06-30,BE1,71,79,191,83,22,Right,64.5,70.0,66.666667,66.666667,79.000000,47.375,12.4
6684,Louis Fortin,Kaa Gent,Belgium,Goalkeeper,Goalkeeper,100000.0,2023-06-30,BE1,58,68,188,88,21,Right,11.5,13.5,25.000000,16.333333,31.857143,14.000,56.2
6685,Celestin De Schrevel,Kaa Gent,Belgium,Goalkeeper,Goalkeeper,150000.0,2024-06-30,BE1,59,70,187,79,20,Right,12.0,15.5,23.000000,25.333333,35.857143,13.750,57.6
6686,Davy Roef,Kaa Gent,Belgium,Goalkeeper,Goalkeeper,2500000.0,2025-06-30,BE1,72,72,188,88,29,Right,21.5,14.5,36.666667,33.666667,51.571429,20.500,71.4
6687,Osher Davida,Standard Luttich,Israel,Attack,Right Winger,1300000.0,2026-06-30,BE1,66,75,177,74,22,Left,68.5,25.5,53.666667,64.000000,73.285714,64.000,10.6
6688,Paul Nardi,Kaa Gent,France,Goalkeeper,Goalkeeper,2500000.0,2024-06-30,BE1,73,73,187,77,28,Right,17.5,12.0,35.000000,27.000000,45.571429,17.000,71.4
6690,Alessio Castro Montes,Kaa Gent,Belgium,Defender,Right-Back,4200000.0,2024-06-30,BE1,74,76,175,67,25,Right,73.0,72.0,71.500000,70.666667,73.571429,66.375,11.2
6691,William Balikwisha,Standard Luttich,DR Congo,Attack,Attacking Midfield,2000000.0,2025-06-30,BE1,68,74,173,67,23,Right,74.5,33.0,59.166667,64.333333,73.142857,53.875,9.8
6692,Aron Donnum,Standard Luttich,Norway,Attack,Left Winger,1800000.0,2024-06-30,BE1,70,75,178,78,24,Left,73.5,34.5,58.833333,59.000000,77.428571,60.875,9.8
6693,Filippo Melegoni,Standard Luttich,Italy,Midfield,Central Midfield,1800000.0,2023-06-30,BE1,67,74,186,74,24,Right,68.5,62.0,63.000000,67.333333,58.428571,55.625,9.0
6694,Steven Alzate,Standard Luttich,Colombia,Midfield,Central Midfield,4500000.0,2023-06-30,BE1,71,78,180,75,24,Right,74.5,63.5,69.000000,69.000000,70.571429,55.625,6.8
6695,Gojko Cimirot,Standard Luttich,Bosnia-Herzegovina,Midfield,Defensive Midfield,1500000.0,2023-06-30,BE1,71,71,178,76,30,Right,67.5,68.0,66.666667,67.000000,69.285714,61.625,10.4
6696,Marlon Fossey,Standard Luttich,United States,Defender,Right-Back,1000000.0,2025-06-30,BE1,66,71,179,76,24,Right,64.5,59.5,58.166667,58.666667,78.285714,43.500,8.8
6698,Alexandro Calut,Standard Luttich,Belgium,Defender,Left-Back,350000.0,2024-06-30,BE1,61,74,180,66,19,Left,59.0,59.5,50.833333,56.000000,69.571429,35.500,10.8
6699,Cihan Canak,Standard Luttich,Belgium,Attack,Attacking Midfield,4000000.0,2026-06-30,BE1,64,80,175,65,18,Left,64.5,36.5,51.333333,60.333333,67.714286,52.000,9.2
6700,Jacob Barrett Laursen,Standard Luttich,Denmark,Defender,Left-Back,1500000.0,2025-06-30,BE1,69,69,181,77,28,Left,67.0,72.5,60.000000,63.333333,70.428571,44.875,12.6
6701,Philip Zinckernagel,Standard Luttich,Denmark,Attack,Right Winger,3500000.0,2023-06-30,BE1,74,74,175,70,28,Right,74.0,32.0,66.666667,68.666667,74.142857,65.500,10.2
6702,Noe Dussenne,Standard Luttich,Belgium,Defender,Centre-Back,1000000.0,2023-06-30,BE1,72,72,192,85,30,Right,51.0,71.0,60.000000,56.000000,53.142857,44.250,12.2
6703,Konstantinos Laifis,Standard Luttich,Cyprus,Defender,Centre-Back,2000000.0,2024-06-30,BE1,72,72,186,84,29,Left,69.0,71.0,66.833333,66.666667,68.714286,62.875,11.8
6704,Lucas Noubi,Standard Luttich,Belgium,Defender,Centre-Back,500000.0,2025-06-30,BE1,59,78,180,81,18,Right,56.5,58.0,45.333333,50.666667,66.857143,28.875,10.4
6705,Nathan Ngoy,Standard Luttich,Belgium,Defender,Centre-Back,600000.0,2023-06-30,BE1,61,74,183,74,19,Right,45.5,60.0,43.833333,51.000000,67.857143,29.000,10.8
6707,Ibe Hautekiet,Standard Luttich,Belgium,Defender,Centre-Back,250000.0,2027-06-30,BE1,63,74,188,83,20,Right,33.5,64.5,48.666667,51.000000,63.142857,38.375,13.4
6708,Arnaud Bodart,Standard Luttich,Belgium,Goalkeeper,Goalkeeper,3500000.0,2025-06-30,BE1,72,77,186,81,24,Right,24.0,15.0,38.333333,30.666667,49.142857,17.875,71.0
6709,Matthieu Epolo,Standard Luttich,Belgium,Goalkeeper,Goalkeeper,200000.0,2025-06-30,BE1,57,77,184,78,18,Right,7.5,10.0,22.833333,18.000000,39.428571,12.375,57.4
6710,Tarik Tissoudali,Kaa Gent,Morocco,Attack,Centre-Forward,7500000.0,2026-06-30,BE1,76,76,182,70,29,Right,82.0,24.0,59.666667,64.666667,76.714286,68.125,11.6
6711,Laurent Henkinet,Standard Luttich,Belgium,Goalkeeper,Goalkeeper,400000.0,2026-06-30,BE1,67,68,188,88,30,Right,19.0,14.0,34.000000,33.333333,53.285714,21.875,67.2
6712,Adnane Abid,Krc Genk,Belgium,Attack,Right Winger,150000.0,2025-06-30,BE1,58,75,164,64,19,Right,65.0,22.0,37.000000,51.333333,64.428571,48.875,8.6
6713,Joseph Paintsil,Krc Genk,Ghana,Attack,Right Winger,4500000.0,2026-06-30,BE1,73,76,169,70,25,Right,72.0,32.5,59.166667,64.000000,87.142857,60.500,10.6
6714,Jay Dee Geusens,Krc Genk,Belgium,Attack,Attacking Midfield,500000.0,2024-06-30,BE1,64,75,185,76,21,Right,68.0,42.0,55.166667,68.000000,61.428571,63.625,11.8
6715,Anouar Ait El Hadj,Krc Genk,Belgium,Attack,Attacking Midfield,2000000.0,2027-06-30,BE1,69,79,168,70,20,Right,76.0,43.0,60.333333,68.000000,75.857143,54.125,10.0
6716,Luca Oyen,Krc Genk,Belgium,Attack,Attacking Midfield,4000000.0,2027-06-30,BE1,68,85,174,69,19,Right,72.5,39.5,52.000000,64.000000,70.714286,54.500,12.0
6717,Bilal El Khannouss,Krc Genk,Morocco,Attack,Attacking Midfield,4500000.0,2027-06-30,BE1,67,84,180,70,18,Right,75.5,34.0,49.666667,70.333333,68.857143,49.500,10.6
6718,Nicolas Castro,Krc Genk,Argentina,Attack,Attacking Midfield,5000000.0,2027-06-30,BE1,69,78,181,75,22,Right,70.5,48.0,57.333333,68.666667,60.000000,63.000,9.4
6719,Mike Tresor,Krc Genk,Belgium,Attack,Attacking Midfield,8000000.0,2025-06-30,BE1,76,83,172,67,23,Right,79.0,26.0,62.333333,72.333333,71.285714,62.750,11.6
6720,Matias Galarza,Krc Genk,Argentina,Midfield,Central Midfield,2500000.0,2026-06-30,BE1,67,78,180,72,21,Right,70.0,63.5,68.000000,65.666667,68.000000,56.375,11.0
6721,Patrik Hrosovsky,Krc Genk,Slovakia,Midfield,Central Midfield,4000000.0,2023-06-30,BE1,74,74,173,70,30,Right,75.0,71.0,70.333333,75.333333,72.142857,68.875,10.8
6722,Bryan Heynen,Krc Genk,Belgium,Midfield,Central Midfield,9000000.0,2026-06-30,BE1,77,80,183,73,26,Right,75.0,69.0,75.833333,74.000000,70.000000,71.625,8.6
6723,Aziz Ouattara Mohammed,Krc Genk,Cote d'Ivoire,Midfield,Defensive Midfield,1000000.0,2026-06-30,BE1,65,74,188,78,21,Right,63.5,65.0,54.833333,56.000000,66.142857,31.250,12.4
6724,Rasmus Carstensen,Krc Genk,Denmark,Defender,Right-Back,2000000.0,2026-06-30,BE1,71,81,183,75,22,Right,68.0,66.5,62.166667,67.666667,76.285714,47.000,9.4
6725,Angelo Preciado,Krc Genk,Ecuador,Defender,Right-Back,4000000.0,2023-06-30,BE1,70,75,173,74,25,Right,71.5,65.5,55.666667,64.333333,73.428571,53.375,11.4
6726,Gerardo Arteaga,Krc Genk,Mexico,Defender,Left-Back,5000000.0,2023-06-30,BE1,72,77,175,68,24,Left,69.0,68.5,65.166667,70.666667,75.142857,51.500,7.2
6727,Mujaid Sadick,Krc Genk,Spain,Defender,Centre-Back,3000000.0,2025-06-30,BE1,71,81,183,88,22,Right,54.0,74.5,54.833333,54.333333,70.571429,32.750,9.0
6728,Mark Mckenzie,Krc Genk,United States,Defender,Centre-Back,5000000.0,2025-06-30,BE1,73,80,184,83,24,Right,62.5,73.0,59.000000,54.666667,75.285714,35.750,10.2
6729,Carlos Cuesta,Krc Genk,Colombia,Defender,Centre-Back,8000000.0,2026-06-30,BE1,74,81,179,81,23,Right,63.0,74.0,58.666667,55.666667,75.571429,35.500,10.8
6730,Vic Chambaere,Krc Genk,Belgium,Goalkeeper,Goalkeeper,100000.0,2023-06-30,BE1,59,73,190,77,20,Right,10.0,14.0,26.000000,18.000000,36.571429,13.625,59.6
6731,Tobe Leysen,Krc Genk,Belgium,Goalkeeper,Goalkeeper,400000.0,2025-06-30,BE1,63,74,189,84,20,Left,10.5,13.0,25.333333,21.333333,36.142857,16.250,62.8
6732,Maarten Vandevoordt,Krc Genk,Belgium,Goalkeeper,Goalkeeper,9000000.0,2026-06-30,BE1,73,84,192,80,21,Right,24.5,14.0,33.166667,27.000000,45.285714,14.375,72.2
6733,Youssouph Badji,Rsc Charleroi,Senegal,Attack,Centre-Forward,1500000.0,2023-06-30,BE1,67,78,192,80,21,Right,67.0,19.5,55.666667,47.666667,66.571429,56.875,9.6
6734,Vakoun Issouf Bayo,Rsc Charleroi,Cote d'Ivoire,Attack,Centre-Forward,4000000.0,2023-06-30,BE1,69,72,184,82,26,Right,68.0,22.0,55.666667,47.000000,73.142857,64.250,11.8
6735,Yira Sor,Krc Genk,Nigeria,Attack,Right Winger,4000000.0,2027-06-30,BE1,74,82,174,68,22,Right,74.5,35.0,64.500000,64.666667,78.571429,68.250,7.2
6736,Jackson Tchatchoua,Rsc Charleroi,Belgium,Attack,Right Winger,3000000.0,2026-06-30,BE1,67,77,186,76,21,Right,64.5,55.0,60.833333,59.000000,80.857143,52.750,9.8
6737,Ken Nkuba,Rsc Charleroi,Belgium,Attack,Right Winger,3500000.0,2026-06-30,BE1,67,77,173,70,21,Right,69.5,65.0,60.166667,59.666667,74.000000,54.375,11.0
6738,Mbwana Ally Samatta,Krc Genk,Tanzania,Attack,Centre-Forward,2500000.0,2023-06-30,BE1,72,72,183,80,30,Right,67.5,25.5,60.000000,60.333333,77.714286,68.750,10.2
6739,Adem Zorgane,Rsc Charleroi,Algeria,Midfield,Central Midfield,4000000.0,2027-06-30,BE1,73,79,184,81,23,Right,73.5,67.5,69.500000,71.333333,67.428571,65.750,10.6
6740,Ryota Morioka,Rsc Charleroi,Japan,Attack,Attacking Midfield,1700000.0,2024-06-30,BE1,73,73,180,79,31,Right,70.0,68.5,73.833333,75.333333,60.000000,70.000,7.6
6741,Damien Marcq,Rsc Charleroi,France,Midfield,Defensive Midfield,250000.0,2023-06-30,BE1,68,68,183,77,34,Right,54.5,64.5,63.333333,62.000000,57.285714,48.500,12.4
